"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"ANKH - mRNA",9.38164012742351,9.31457960196212,9.18923002943273,9.42623975155882,9.20762176445673,9.03493642303233,8.94178963698621,9.01155674223751,9.01027483011703,9.13773739305999,9.03456188474015,9.27502594413711,9.00899603545472,9.32813917355461,8.14910647011208,8.89914372903102,9.201037785262,9.40352839692756,9.582697628795,9.13126408404744,9.61196842195757,8.97600790216772,9.38669666051252,9.83266393394637
"PTPRM - mRNA",9.12957683941072,9.00439671474786,9.03881318687963,9.48202752974457,9.3618426831516,9.50117500337635,9.60899302565337,9.61153627859939,9.29334698918737,8.68484862028947,8.88924568642234,8.81301050357692,9.01545105759202,8.66384264708664,8.93864571700932,8.78258104391945,9.78063510672104,9.88396031417741,9.37169134798197,9.71094520593254,9.29491842145867,9.14047847351792,9.17641392145407,9.03658524611194
"ATP5PB - mRNA",9.16839608830124,9.09872409729601,9.49102047874901,9.58134208366276,9.40925562562638,9.08143488513222,9.6313897762121,9.67418121558838,9.17007561428564,8.94134018025649,9.2747964212008,8.81301050357692,9.3218383015836,9.1588794684307,9.13415612864611,9.47190209016505,10.0415178416998,9.93314786380494,9.72663697752661,10.1046617007976,9.3632772141227,9.6213876442129,9.74335858711646,9.52122821287665
"PDHB - mRNA",9.07613758044925,8.88240619036925,9.18446078528486,9.51319554783825,9.15488030238476,9.23693281593925,9.12657259715563,9.34508316253813,9.15189968832119,8.91931387392649,9.20504531275838,8.64967431932429,9.31662059231258,9.11635485178414,8.33927055855072,9.22419341556009,9.86822441696475,9.7214619483099,9.3730594799393,9.50937013309406,9.04461108655089,9.53718415002451,9.54217792519151,9.44474948302929
"SLC38A1 - mRNA",8.37058493891451,7.68976111242685,9.83022656506821,9.33002443629952,9.307650582788,10.0556354157002,9.6643461721409,9.85811526877212,8.88107062958559,8.98440890214838,8.76750041406997,8.41815088623571,8.66752775417171,8.8271907141257,9.15652394167456,8.91468457992679,9.71689563764316,9.82685250739136,9.41084972395308,9.56506932243135,9.10487983933076,9.33767034072923,9.39000939455336,9.27068475122605
"SLC6A1 - mRNA",8.43567996713639,9.40227366286852,9.34266082714164,10.174536818081,9.09214454703679,9.77523387789628,10.0919994486082,10.5835219024298,9.71149039933404,8.99497814385856,9.45085553998942,8.79666250948944,9.82648163779302,8.90776822997273,8.49561258772011,9.199029492006,9.76550558186778,9.77768645058748,8.54192049089075,9.16255267270946,8.91595017688735,9.52978569770335,9.65387079670724,9.13380294480566
"DDAH1 - mRNA",8.45674158266423,10.0617298898138,9.49872514347405,9.05031128931909,9.09814328765824,9.33952624129319,9.42892228172543,9.97220807476168,9.31596989814804,9.04160430372992,9.20504531275838,9.02432987286656,9.46548397822706,8.82341896023649,9.08835243903298,9.19054302611817,9.41283396354931,9.39017001407254,9.09324456315915,9.09207736519761,9.44372212652259,9.5950443369834,9.07303618160876,9.28460899375767
"DNAJB9 - mRNA",8.02064246785755,10.2887987983597,10.0779130065686,9.58597849378348,9.26917643497337,9.16000393750633,9.13704592838514,9.56820884693529,9.00522160239075,8.95222849639923,9.1457793633387,8.69448211468296,8.96964736797889,8.97050398532069,9.17368449283275,9.5814411718116,9.6723961774763,9.78408422178563,9.66542255103868,9.81416032727769,9.50289032704895,9.40391761916104,9.57310978474341,9.52514326288003
"LGMN - mRNA",7.67014522077342,9.93705040642146,8.94887106156683,9.55950628242228,9.29551974220287,8.83552465708964,9.40961455062448,9.4750994425438,8.9563120019098,9.10151720514724,9.28750747295036,8.26614779279066,9.01545105759202,8.95334926428162,9.22161896989645,9.61036030351035,9.7135209108625,9.83303637901474,9.50620534545224,9.80537676869445,9.53545818950538,9.83304994832567,9.71590275544834,9.08512909806997
"STMN4 - mRNA",9.243034889194,9.02856302587861,8.81333478566944,9.45355787032677,9.17960738828713,9.27978829490105,10.2365816019361,9.6700884609545,9.80459980372552,9.98042538822988,9.50627957860811,9.52124437919981,9.54348649022834,9.60134122862555,10.5844509527113,9.68475848590494,9.3048512826763,9.04072085642127,9.84671714565436,10.0132219444864,9.76592473288274,9.99090211746741,9.71061330849334,9.11487644146403
"GMPR2 - mRNA",9.53804168476607,8.97981869202719,8.92904962065409,9.38071404322575,9.37836858024248,9.34177518179675,9.37242399131607,9.11152365029795,9.19025349622327,9.42246686999311,9.16886297645174,9.18053907728182,9.3218383015836,9.07888014636548,10.3597652626661,9.59275648503943,9.58891119197322,9.55785654331885,9.54798989420886,9.70741351496229,9.51077392612478,9.53718415002451,9.46731512072081,9.21036528195224
"SRPRA - mRNA",9.26708036316065,9.69278880512442,9.62024831410546,9.57824284500387,9.21867695296572,9.19027137717513,9.23536362377938,9.53258493720456,9.36215614710602,9.51716588640552,9.23597717231028,9.4127976517415,9.40776848037078,9.27665726844768,10.5369313536911,9.88079858577438,9.54275099282744,9.49060010491242,9.63609388577309,9.43016524990879,9.58110085506109,9.52978569770335,9.3683393909149,9.38998367959839
"CUL2 - mRNA",9.31400141054814,9.49538306726,9.29478420019085,9.37893403678046,9.1927484879752,9.00118763167779,9.2402293789512,9.28747243936803,9.50324846634062,9.60257844825945,9.67055485798477,9.55565440998564,9.78552496357016,9.63615908840092,10.0805750884413,9.70575441839691,9.37345972521517,9.46215612689827,9.22938911926786,9.15910948481998,9.53674573536584,9.74633831513234,9.50446811913827,9.33007583557532
"PDPK1 - mRNA",8.79116062173478,9.22120810382101,8.97396204252966,9.39487558064948,9.16634548887821,9.16000393750633,9.09737262070706,9.00181973087222,9.29541833920707,9.65683424411987,9.85122223996748,10.0348222466842,9.42726465599657,9.62320066258929,10.037033661748,9.85686392553845,9.52617543662526,9.4002003792098,9.71049326143372,9.57155918960967,9.89902979273516,10.0069768803255,9.66894898189046,9.88640950571789
"ASNS - mRNA",9.35944438130931,9.61831058916514,8.91759959991055,9.67860563340667,9.01180243871919,8.9162125026552,9.49351580823343,9.15317134765644,9.55603588070006,9.54979103390002,9.65918860303482,9.36924128575476,9.62172406455858,9.83657718211578,10.8369060074744,9.98015841740408,9.62048658622649,9.78408422178563,9.55161931760956,9.75950202611074,9.71109684214209,10.1429052109125,9.53171815354647,9.63670543029658
"DNM1L - mRNA",9.04865684402715,9.02376203961479,8.90605797802786,9.52451086106608,9.09214454703679,9.23209155286975,9.44587043599832,9.4774433830121,9.45031633552577,9.46300009906913,9.55615548524768,9.13575115553498,9.75884292091765,9.2403435690596,10.3736220633415,9.69679355082529,9.92087248761992,9.88871776297622,9.42014461600904,9.93081587336545,9.71565152640152,10.0346838094953,9.65799868232992,9.58137587423071
"GAD2 - mRNA",9.87177908194307,8.37237217715466,8.53101854668093,10.191875885535,9.66906972869253,10.0111128455522,9.84608922056562,10.0948273614256,9.51573941052382,9.20982901618239,9.56139847723574,9.59872313187753,9.98617326506977,9.62320066258929,10.8845839826189,9.63715060439788,9.64194856114107,9.57566781943531,9.25781015842709,9.26540896808318,9.47629611703724,10.1906019529438,9.47825059840196,9.41832830529236
"CACNA2D3 - mRNA",8.68806712877068,8.15249535373699,9.10340298132262,9.71009427517429,9.82790739412134,9.48702090906649,9.89473281292543,9.87065273474718,9.62189296283924,10.2445674294662,10.1859364898107,9.92065122676489,9.98945584905907,9.72577039622984,9.91842743759067,9.97892692348304,9.78278357329962,9.90876370517798,9.22484995965269,9.56116134250435,9.89401520638346,9.79652407230056,9.99033153128413,9.93037314423229
"MX1 - mRNA",8.99207331566078,9.16998278046583,9.14327273906983,9.64641434764545,9.50115825868787,9.56801479218872,9.7924391667493,9.96554434448067,9.13117426346925,9.01329002213551,9.22940451838679,9.03830281541916,9.57441834978023,9.49391764564433,9.96282155694912,9.76411202208818,9.17018550566426,9.57419191645146,8.87306401659999,9.16083210596899,8.71451420269982,8.90915292741146,9.4578754248345,8.65110849542356
"GAS6 - mRNA",9.81582267596905,9.08034556798115,9.77419253015388,9.66113585335222,9.45360100611079,9.49512595870355,9.68412174090223,9.72635668060125,9.62519055293982,9.54979103390002,9.46397956198931,9.54100763402124,9.78929671745937,9.74782731710304,10.483867380047,9.7569451169326,9.11498000364081,9.00392093821832,8.64291515162911,9.0179817476851,9.22794915453098,9.5664042889395,9.3548403914624,8.90255171653778
"JAK1 - mRNA",9.47750014283102,9.94722819142549,9.71589388958922,9.5164375605304,9.62681489322688,9.76688975376355,9.67516643566775,9.76332593983147,9.78556854294234,9.40869871466542,9.66569456689423,9.64054330757216,9.38800522554935,9.34665247120594,9.76836214838711,9.51332201754503,9.36917660962721,9.05560509350725,8.92622195248916,9.12245101424113,9.30099293586836,9.07590647222183,9.23469356706747,9.07981529817351
"MYORG - mRNA",9.37058493891451,9.43156796966256,9.64302357219406,8.92172708325768,9.21315994799816,9.00686754075014,9.12130728094299,9.82352533960824,9.82194704728942,9.19386226777732,9.54208030003596,9.97069190926449,10.1239755143702,9.4481139560312,8.98103941489035,9.10732965786919,9.14368289969981,8.70267309617063,8.73942313248245,7.56376783831883,9.17601301618985,9.5035881807529,9.00336802096102,8.953800371448
"PKD2 - mRNA",9.46715819860956,9.28679644544858,9.42381431240367,9.32818073631583,9.48903469960538,9.58899288216777,9.39004491315848,9.75755130220484,9.57832394790184,9.33365760303525,9.37348069606021,9.23918074519039,9.7741501737055,9.67644268386627,8.84992750054319,9.02619289514378,8.88432159976168,8.86114568494524,8.41218123769862,8.72615007754388,9.28115652021419,8.80267629928215,8.84582674397454,8.74585910640909
"SCP2 - mRNA",10.7275954929573,9.87709239047278,10.8202689807907,10.3807140432257,10.4667976629333,10.6992175632971,10.6155614046652,10.9622009014063,10.3492526998704,9.90537468296862,10.052049311469,10.060724110127,10.2606641863386,10.1271040928758,9.55668816447188,9.92239267506206,9.90320661332435,9.82685250739136,9.5186210420521,9.84341612971362,9.7593219980585,9.6709931902167,10.0130686592039,9.54841304220288
"LAMP1 - mRNA",10.2907316312253,11.033348088444,10.7175455154604,10.5579338626035,10.5868446004638,10.9349539332777,10.5824163128224,10.9804946859466,10.5342753619612,10.324258905033,10.0066460701447,10.1177683216296,10.4417158122941,10.6112189814523,9.84381437681658,10.1396509449271,10.0451021790488,10.0321461206833,9.55161931760956,10.1171372143447,10.2127247945464,10.0320678612883,9.84220339747166,9.67009159879113
"BHLHE41 - mRNA",10.1491170258064,9.15688712285415,9.76623500837496,10.4985156525331,10.7595321011188,10.9600577557179,10.4363616096544,10.2495758316095,10.2013426748851,10.0978446659365,10.2370697093113,10.3525625446081,10.1179892193045,10.5531909413415,9.41544223903612,9.44182642625961,9.74801815513894,9.6391566454207,10.1146670419023,10.1277453139106,9.90602105964362,9.14290521091246,9.80793930931808,9.86288400326323
"BIN1 - mRNA",10.0761375804493,10.098724097296,9.56444154821838,10.2803522112252,10.2113162480145,10.1940105456809,10.1487382529581,10.1764411269793,9.90704120845185,10.3253062336023,10.2392523043431,10.4274715142122,10.5141578249628,11.2160960228129,9.1190492362559,9.82020052555909,9.7817097399483,9.78280693525608,9.67654592951039,9.98335540457547,10.3442844987797,9.86573856703185,9.95049999710438,9.90755934058968
"PLXDC2 - mRNA",10.2124032705403,8.81175163680546,10.0414530687523,10.379824314526,10.8267036434959,10.6771237924464,9.89473281292543,10.0131732074384,9.51039938576862,10.3898006810728,9.73538822891622,10.5137627978304,10.0876793851472,10.4998376171881,9.3883974160219,8.88343364594235,8.97730593848268,8.92042662270356,8.94474204045996,8.98918448337767,10.5691958121412,9.53718415002451,9.07509570378706,9.17923266469734
"ITM2A - mRNA",9.94812996807318,10.1915481303008,9.52725662788473,9.97100342399588,10.335001070933,10.6646018721918,11.3607421862684,10.4960590611795,10.3372385149017,9.54799775207696,9.44897089564448,10.3650896424843,9.69994923186409,10.2488051478078,9.36297481914199,9.08689775796438,9.71577160561054,9.7120981089599,8.6587071236727,9.80206909806507,9.26881253011921,9.13317367289469,9.56287267611701,9.27843702695024
"MERTK - mRNA",10.6243415311603,9.86640571167553,10.140812900382,9.62254294402661,10.53102878827,10.599368634932,10.3031976582808,10.3243990083664,10.5672229546686,9.74086711218707,10.4068733586031,10.3567503415716,10.3113839439464,9.3518986407719,8.85601483042211,9.23041640885025,9.76333121063344,9.20039787775174,9.39612138680252,8.82506510361656,8.89602313299971,9.0682664100197,9.05853661191365,9.07981529817351
"TMEM47 - mRNA",10.0206424678576,9.90346780589708,10.2475522409423,10.3664121165258,10.4019998096236,11.1303893448362,10.2973732860548,10.8096398133533,10.562070466903,9.51349490467703,9.87387542438266,10.1194124187202,10.1767629287296,10.0613734280143,8.32617490093904,9.29715421674921,9.52489247074178,9.52309112515818,9.45931521328972,8.64478252669189,9.37051604035283,9.45168016181222,9.74852954261962,9.68882816137272
"ADAMTS1 - mRNA",10.3538416750799,11.3733160404797,9.99862409676393,9.53573811648933,9.23691607125077,9.9954852723136,9.03713751357369,10.1633980895037,9.9706413706806,9.72983607506278,9.08882347852662,9.055580806851,9.13290863914019,10.0741266163948,9.31958222362861,11.173418848327,10.9847907544457,9.48746721542746,9.10646522878949,9.75266459605719,9.0803674407061,9.64554817365924,7.93016409991584,8.42393101152173
"VEGFA - mRNA",9.51814212732837,12.3180151760593,10.489087866215,9.92904423355448,10.7645698890083,8.62267600842406,8.68412174090223,9.21628139151108,10.7855685429423,8.82768339846092,10.2337896130725,9.10620687992097,10.472538735761,9.87534675228035,9.17124544738133,9.54695279542631,9.65959282967027,9.37668678470892,9.72342265378874,8.71915235141905,9.43546239952866,9.47882845023143,9.39166291340587,9.22166793101774
"STAT1 - mRNA",9.37058493891451,11.5288060687975,9.65168843332119,9.68294022367056,9.55303269789361,9.65559063089679,9.73671669184978,9.89540546273883,9.3118829406248,9.1707416601123,9.15505717692671,9.31287884313565,9.65103963138314,9.3518986407719,10.1749024709894,9.92750862028438,9.79347817409585,9.68910107659711,9.27693847080115,10.1779461268328,9.46010105409152,10.0016385022052,9.84461997264454,9.23607099614471
"PCCA - mRNA",9.9256459539218,10.2847913095582,10.1555094115887,9.71715593900848,9.77771098869635,9.96954200506132,9.91160663148983,10.008318368171,9.80314474052513,9.42637661504419,9.87246997367151,9.87855368972347,9.67977134992646,10.0042133469275,8.78759836725003,9.75406835617703,9.75460080552891,9.66156789284096,9.37715610845878,9.48482463484691,9.86560679119771,9.24130891497345,9.67575095130754,9.63066145396259
"ACOT13 - mRNA",9.84806301296926,9.3224203551793,9.81796128361896,9.64937069097686,9.51915468798171,9.66460187219176,9.55338726421083,9.82904234457581,9.76329282956861,9.65516927562476,9.89756095463435,9.69448211468296,9.93260998865436,9.69307335841039,9.96985567639767,9.92367336315405,9.3344460648646,9.31086214874933,9.52970454118111,9.46544072465633,9.47495345054583,9.57181778512586,9.66894898189046,9.29381771677357
"UBE4B - mRNA",9.96292697000126,9.37990584984006,9.56444154821838,9.80726835867276,9.7727189593526,9.7398595477944,9.71765377732171,9.80124389223224,9.72384760585402,10.0580779438823,9.92764668082364,9.92629778990603,10.0968393844327,10.1163548517841,10.0740617814826,9.91982788320275,9.53257320782341,9.52002807721162,9.38937665716918,9.61367534828546,9.95499708101916,9.70915756163757,9.76137642217523,9.6233750998841
"PDHA1 - mRNA",9.39261124524451,9.50230248119979,9.22218045123402,9.57824284500387,9.32821190527032,9.30996644356607,9.02308973908805,9.54827874430971,9.65614736549026,9.6434603820365,9.72140399948052,9.44724379775604,10.0907391848963,9.68893362804947,9.46805686519955,9.82157517553531,9.84167726235319,9.76997148545947,9.69962954262343,9.59468391510152,9.99676222247545,9.55551597279676,10.0205687617146,9.72218010993958
"UBE2D2 - mRNA",9.60560496857871,9.7167842861934,9.67737507698484,9.61045746986904,9.61012006807523,9.61339819483605,9.79409458292736,9.8142831873034,9.63012284848205,9.45918848511911,9.49536380112893,9.51626097168556,9.5656481401525,9.39064837503262,9.90234045342303,9.69529464675187,9.73476205843667,9.75311283471779,9.89322846856149,9.72847513049012,9.88494479203618,9.81185572605655,9.48910380948609,9.6025283149785
"MKRN1 - mRNA",9.44624920884658,9.59260487497267,9.39520469133521,9.67570865443949,9.69304859162697,9.54282270073484,9.68946836236771,9.57040640263953,9.69275383675245,9.84531329248271,9.74617190462946,9.8351907384257,9.60041355831317,9.67225488690284,10.2192596970225,9.94274849834467,9.57534149342914,9.65599763479801,9.40015314082157,9.66312989191154,9.52770868990044,9.87744406768413,9.62744961897031,9.5159915645105
